capacity,highlights,location,phone,url,venue_name
[180],"Indoor and outdoor spaces,BYO,Upgraded rentals included","386 Bronck Mill Road,West Coxsackie, NY 12192",[5187551706],https://www.wedding-spot.com/venue/12694/owls-hoot-barn/,Owl's Hoot Barn
[280],"Rentals included,Valet parking,Rentals included","2297 Cedar Avenue,Bronx, NY 10468",[7182747474],https://www.wedding-spot.com/venue/3292/salsa-con-fuego/,Salsa Con Fuego
[150],"Indoor and outdoor spaces,Indoor and outdoor spaces","7 Barnhart Road,Lew Beach, NY 12758",[8454394844],https://www.wedding-spot.com/venue/2644/beaverkill-valley-inn/,Beaverkill Valley Inn
[220],"Indoor and outdoor spaces,BYO,Indoor and outdoor spaces","407 Enders Avenue,Howes Cave, NY 12092",[5182318953],https://www.wedding-spot.com/venue/10244/henry-hill-farm/,Henry Hill Farm
[750],"Indoor and outdoor spaces,Rentals included,Valet parking","699 Westchester Avenue,Rye Brook, NY 10573",[9149396300],https://www.wedding-spot.com/venue/5073/hilton-westchester/,Hilton Westchester
[150],"Indoor and outdoor spaces,BYO,Indoor and outdoor spaces","930 James Street,Syracuse, NY 13203",[3154222445],https://www.wedding-spot.com/venue/11253/barnes-hiscock-mansion/,Barnes Hiscock Mansion
[250],"Valet parking,Valet parking","1 Radisson Plaza,New Rochelle, NY 10801",[9145763700],https://www.wedding-spot.com/venue/9486/the-social-room/,The Social Room
[300],"Upgraded rentals included,Rentals included,Upgraded rentals included","800 South State Street,Syracuse, NY 13202",[3154358051],https://www.wedding-spot.com/venue/5460/the-oncenter/,The Oncenter
[350],"Rentals included,Valet parking,Rentals included","66 Hale Avenue,White Plains, NY 10601",[9148211372],https://www.wedding-spot.com/venue/342/sonesta-white-plains-downtown/,Sonesta White Plains Downtown
[275],"Rentals included,Valet parking,Rentals included","101-12 Lefferts Boulevard,South Richmond Hill, NY 11419",[7188490990],https://www.wedding-spot.com/venue/9580/the-villa-russo/,The Villa Russo
[220],"Indoor and outdoor spaces,Rentals included,Valet parking","81 Shore Road,Shelter Island, NY 11964",[6317490476],https://www.wedding-spot.com/venue/9544/the-pridwin-hotel-cottages/,The Pridwin Hotel & Cottages
[300],"Indoor and outdoor spaces,Upgraded rentals included,Rentals included","240 Boulevard,Kingston, NY 12401",[8453314386],https://www.wedding-spot.com/venue/5606/the-chateau/,The Chateau
[400],"Indoor and outdoor spaces,Rentals included,Valet parking","91 Hill Street,Southampton, NY 11968",[6312836500],https://www.wedding-spot.com/venue/2750/southampton-inn/,Southampton Inn
[175],"Indoor and outdoor spaces,Upgraded rentals included,Rentals included","153 North Parliman Road,Lagrangeville, NY 12540",[8452231002],https://www.wedding-spot.com/venue/2627/the-links-at-union-vale/,The Links at Union Vale
[200],"Indoor and outdoor spaces,BYO,Upgraded rentals included","99 Co Rd 62,Cambridge, NY 12816",[5186773140],https://www.wedding-spot.com/venue/10163/lakotas-farm-weddings-events/,Lakota's Farm Weddings & Events
[50],"Valet parking,Valet parking","655 Onondaga Avenue,Syracuse, NY 13207",[3154734330],https://www.wedding-spot.com/venue/5619/onondaga-park/,Onondaga Park
[600],"Indoor and outdoor spaces,Rentals included,Valet parking","1100 South Avenue,Staten Island, NY 10314",[7184772400],https://www.wedding-spot.com/venue/3382/nicotras-ballroom/,Nicotra's Ballroom
[150],"Indoor and outdoor spaces,BYO,Valet parking","247 Jeffersonville North Branch Road,Jeffersonville, NY 12748",[9174883912],https://www.wedding-spot.com/venue/5366/eddie-adams-barn/,Eddie Adams Barn
[300],"Rehearsal dinner and bridal shower,Indoor and outdoor spaces,BYO","21 Adams Lane,Shushan, NY 12873",[5188543773],https://www.wedding-spot.com/venue/12791/the-georgi-on-the-battenkill/,The Georgi On The Battenkill
[170],"Rentals included,Valet parking,Rentals included","26 Broadway ,Rochester, NY 14607",[5857396615],https://www.wedding-spot.com/venue/2566/the-inn-on-broadway/,The Inn on Broadway
[500],"Indoor and outdoor spaces,Valet parking,Indoor and outdoor spaces","47-01 111th Street,Corona, NY 11368",[7186990005],https://www.wedding-spot.com/venue/1723/new-york-hall-of-science/,New York Hall of Science
[450],"Rentals included,Valet parking,Rentals included","351 South Clinton Street,Syracuse, NY 13202",[3154730826],https://www.wedding-spot.com/venue/1844/sky-armory/,SKY Armory
[160],"Indoor and outdoor spaces,Rentals included,Valet parking","601 North Lake Boulevard,Mahopac, NY 10541",[8456289335],https://www.wedding-spot.com/venue/9382/mahopac-golf-and-beach-club/,Mahopac Golf and Beach Club
[325],"Indoor and outdoor spaces,Upgraded rentals included,Indoor and outdoor spaces","1738 Elmwood Avenue,Buffalo, NY 14207",[7168745400],https://www.wedding-spot.com/venue/11083/events-the-foundry/,Events @ the Foundry
[500],"Valet parking,Valet parking","230 Winter Clove Road,Round Top, NY 12473",[5186229363],https://www.wedding-spot.com/venue/14758/glen-falls-house/,Glen Falls House
[250],"Indoor and outdoor spaces,Valet parking,Indoor and outdoor spaces","1342 Eddy Road,Macedon, NY 14502",[3159864202],https://www.wedding-spot.com/venue/9306/long-acre-farms-and-jd-wine-cellars/,Long Acre Farms And JD Wine Cellars
[500],"Indoor and outdoor spaces,Valet parking,Indoor and outdoor spaces","2521 Co Highway 22,Richfield Springs, NY 13439",[3158582058],https://www.wedding-spot.com/venue/12394/cooperstown-lake-house/,Cooperstown Lake House
[250],"Award winner,Indoor and outdoor spaces,Rentals included","3178 Lake Shore Drive,Lake George, NY 12845",[5186685928],https://www.wedding-spot.com/venue/1431/inn-at-erlowest/,Inn at Erlowest
[200],"BYO,Valet parking,BYO","1528 NY-82,Ancram, NY 12502",[5188513631],https://www.wedding-spot.com/venue/5070/lake-taghkanic-state-park/,Lake Taghkanic State Park
[1000],"Accommodation offered,Indoor and outdoor spaces,Upgraded rentals included","6470 Creek Road,Oneida, NY 13421",[3157623090],https://www.wedding-spot.com/venue/1677/wolf-oak-acres/,Wolf Oak Acres
[300],"Indoor and outdoor spaces,Indoor and outdoor spaces","5021 Route 86,Wilmington, NY 12997",[5189468414],https://www.wedding-spot.com/venue/9745/whiteface-mountain/,Whiteface Mountain
[250],"Indoor and outdoor spaces,Valet parking,Indoor and outdoor spaces","183 Edgemere Street,Montauk, NY 11954",[6314835045],https://www.wedding-spot.com/venue/9360/the-surf-lodge/,The Surf Lodge
[350],"Rentals included,Rentals included"," 3899 Oneida Street,New Hartford, NY 13413",[3157379506],https://www.wedding-spot.com/venue/9860/valentinos-banquet-hall/,Valentino's Banquet Hall
[200],"Indoor and outdoor spaces,BYO,Upgraded rentals included","Private Estate,Address withheld for privacy",[3154391236],https://www.wedding-spot.com/venue/14564/cherry-island-weddings/,Cherry Island Weddings
[250],"Indoor and outdoor spaces,BYO,Valet parking","2655 South Park Avenue,Buffalo, NY 14218",[7168271584],https://www.wedding-spot.com/venue/5358/buffalo-and-erie-county-botanical-gardens/,Buffalo and Erie County Botanical Gardens
[250],"Indoor and outdoor spaces,Indoor and outdoor spaces","255 Discovery Drive,Howes, NY 12092",[5182968900],https://www.wedding-spot.com/venue/11656/howe-caverns/,Howe Caverns
[250],"Indoor and outdoor spaces,Valet parking,Indoor and outdoor spaces","1 Country Club Drive,Macedon, NY 14502",[3159865888],https://www.wedding-spot.com/venue/2825/the-golf-club-at-blue-heron-hills/,The Golf Club at Blue Heron Hills
[60],"BYO,BYO","176 Anderson Avenue F109,Rochester, NY 14607",[5857307034],https://www.wedding-spot.com/venue/11170/rochester-brainery/,Rochester Brainery
[80],"Rentals included,Valet parking,Rentals included","851 West Genesee Street Road,Skaneateles, NY 13152",[3152174137],https://www.wedding-spot.com/venue/9252/mirbeau-inn-spa/,Mirbeau Inn & Spa
[150],"Indoor and outdoor spaces,BYO,Valet parking","404 Winter Clove Road,Round Top, NY 12473",[2018638724],https://www.wedding-spot.com/venue/14106/altamura-center-for-the-arts/,Altamura Center For The Arts
[200],"Indoor and outdoor spaces,BYO,Valet parking","3 South Mountain Avenue,Montclair, NJ 07042",[9732595112],https://www.wedding-spot.com/venue/1218/montclair-art-museum/,Montclair Art Museum
[500],"Valet parking,Valet parking","128 Frontage Road,Newark, NJ 07114",[9736905500],https://www.wedding-spot.com/venue/12641/doubletree-by-hilton-newark-airport/,DoubleTree by Hilton Newark Airport
[600],"Rentals included,Valet parking,Rentals included","1 Hotel Road,Newark, NJ 07114",[9735046184],https://www.wedding-spot.com/venue/676/newark-liberty-international-airport-marriott/,Newark Liberty International Airport Marriott
[250],"BYO,Valet parking,BYO","241 West Shore Avenue,Bogota, NJ 07603",[2013439693],https://www.wedding-spot.com/venue/11664/ralph-h-hall-post-5561/,Ralph H. Hall Post 5561
[325],"BYO,Valet parking,BYO","101 Ashmead Road,Cheltenham, PA 19012",[2156631600],https://www.wedding-spot.com/venue/3478/santerian-hall-at-holy-trinity-armenian-church/,Santerian Hall at Holy Trinity Armenian Church
[180],"Rehearsal dinner and bridal shower,Indoor and outdoor spaces,Rentals included","46 Stone Street,New York, NY 10004",[2129431602],https://www.wedding-spot.com/venue/8649/route-66-smokehouse/,Route 66 Smokehouse
[220],"Upgraded rentals included,Rentals included,Valet parking","Penns Landing, Pier 19,325 North Columbus Boulevard",[2672906158],https://www.wedding-spot.com/venue/3933/hibachi-japanese-steakhouse-sushi-bar-at-pier-19-ballroom/,Hibachi Japanese Steakhouse & Sushi Bar at Pier 19 Ballroom
[350],"Rentals included,Valet parking,Rentals included","237 South Broad Street,Philadelphia, PA 19107",[2158931660],https://www.wedding-spot.com/venue/3968/doubletree-by-hilton-philadelphia-center-city/,DoubleTree By Hilton Philadelphia Center City
[60],"Rentals included,Valet parking,Rentals included","652 Union Street,Brooklyn, NY 11215",[7186366311],https://www.wedding-spot.com/venue/1621/palo-santo/,Palo Santo
[80],"Indoor and outdoor spaces,Rentals included,Valet parking","108 Jay Street,Brooklyn, NY 11201",[7187971695],https://www.wedding-spot.com/venue/11977/dumbo-kitchen-event-space/,Dumbo Kitchen Event Space
[350],"Indoor and outdoor spaces,Valet parking,Indoor and outdoor spaces","19 South 22nd Street,Philadelphia, PA 19103",[2158669500],https://www.wedding-spot.com/venue/899/the-college-of-physicians-of-philadelphia/,The College of Physicians of Philadelphia
[120],"Indoor and outdoor spaces,Rentals included,Valet parking","508 Old Skippack Road,Lederach, PA 19450",[2152566565],https://www.wedding-spot.com/venue/3376/bay-pony-inn/,Bay Pony Inn
[250],"Rentals included,Valet parking,Rentals included","21 North Juniper Street,Philadelphia, PA 19107",[2158323044],https://www.wedding-spot.com/venue/3907/the-notary-hotel-autograph-collection/,"The Notary Hotel, Autograph Collection"
[150],"Indoor and outdoor spaces,BYO,Rentals included","4335 West Skippack Pike,Schwenksville, PA 19473",[2158852037],https://www.wedding-spot.com/venue/11810/moyo/,MOYO
[200],"Indoor and outdoor spaces,BYO,Valet parking","2501 East Cumberland Street,Philadelphia, PA 19125",[2154272780],https://www.wedding-spot.com/venue/3585/greensgrow-farms/,Greensgrow Farms
[90],"BYO,Valet parking,BYO","28 Frost Street,Brooklyn, NY 11211",[7183887941],https://www.wedding-spot.com/venue/8654/brooklyn-art-library/,Brooklyn Art Library
[150],"Indoor and outdoor spaces,Valet parking,Indoor and outdoor spaces","1701 Art School Road,Chester Springs, PA 19425",[6108277414],https://www.wedding-spot.com/venue/3613/the-washington-at-historic-yellow-springs/,The Washington at Historic Yellow Springs
[800],"BYO,Valet parking,BYO"," 22 South 23rd Street,Philadelphia, PA 19103",[2155641488],https://www.wedding-spot.com/venue/7155/23rd-street-armory/,23rd Street Armory
[70],"BYO,Rentals included,Valet parking","347 5th Avenue,#906",[7184048333],https://www.wedding-spot.com/venue/3448/celebration-inc/,Celebration Inc.
[250],"Rentals included,Valet parking,Rentals included","250 West 86th Street,New York, NY 10024",[9175728947],https://www.wedding-spot.com/venue/12719/the-parlour/,The Parlour
[550],"Rentals included,Valet parking,Rentals included","56 Beaver Street,New York, NY 10004",[2125099464],https://www.wedding-spot.com/venue/286/delmonicos-restaurant/,Delmonico's Restaurant
[110],"Award winner,Indoor and outdoor spaces,BYO","914 Baltimore Pike ,Glen Mills, PA 19342",[6104596035],https://www.wedding-spot.com/venue/815/terrain-at-styers/,Terrain at Styers
[190],"Rentals included,Valet parking,Rentals included","44 West 56th Street,New York, NY 10019",[7182291100],https://www.wedding-spot.com/venue/9610/uncle-jacks-steakhouse-mid-town/,Uncle Jack's Steakhouse- Mid Town
[50],"Valet parking,Valet parking","70 West 107th Street,New York, NY 10025",[9177659616],https://www.wedding-spot.com/venue/13644/cafe-victoria/,Cafe Victoria
[250],"BYO,Valet parking,BYO","1109 5th Avenue ,New York, NY 10128",[2124233216],https://www.wedding-spot.com/venue/8878/the-jewish-museum/,The Jewish Museum
[225],"Valet parking,Valet parking","25 West 52nd Street,New York, NY 10019",[2126216658],https://www.wedding-spot.com/venue/1737/the-paley-center-for-media/,The Paley Center for Media
[400],"Valet parking,Valet parking"," 211 South 15th Street,Philadelphia, PA 19102",[4849196027],https://www.wedding-spot.com/venue/11784/spin-philadelphia/,"SPiN, Philadelphia"
[350],"Award winner,Rentals included,Valet parking","11630 Caroline Road,Philadelphia, PA 19154",[2156293606],https://www.wedding-spot.com/venue/12733/heroes-ballroom/,Heroes Ballroom
[80],"BYO,Valet parking,BYO","66 West Church Street,Bethlehem, PA 18018",[6108820450],https://www.wedding-spot.com/venue/6203/moravian-museum/,Moravian Museum
[150],"Indoor and outdoor spaces,Rentals included,Valet parking","45 West 44th Street,New York, NY 10036",[2127823016],https://www.wedding-spot.com/venue/3225/sofitel-new-york/,Sofitel New York
[150],"Indoor and outdoor spaces,BYO,Valet parking","28 West 36th Street,New York, NY 10018",[9178372420],https://www.wedding-spot.com/venue/450/garys-loft/,Gary's Loft
[75],"Valet parking,Valet parking","325 Park Avenue,New York, NY 10022",[3476582954],https://www.wedding-spot.com/venue/2476/inside-park-at-st-barts/,Inside Park at St. Bart's
[1200],"Rehearsal dinner and bridal shower,Indoor and outdoor spaces,Rentals included","Pier 40 at Hudson River Park,New York, NY 10011",[2125346380],https://www.wedding-spot.com/venue/1626/yachts-for-all-seasons-infinity/,Yachts For All Seasons: Infinity
[120],"Rehearsal dinner and bridal shower,Valet parking,Rehearsal dinner and bridal shower","40 West 40th Street,New York, NY 10018",[2128690100],https://www.wedding-spot.com/venue/9318/the-bryant-park-hotel/,The Bryant Park Hotel
[250],"Award winner,Rentals included,Valet parking","800 River Road,Belmar, NJ 07719",[7326814600],https://www.wedding-spot.com/venue/1888/waterview-pavilion/,Waterview Pavilion
[400],"Indoor and outdoor spaces,Rentals included,Valet parking","210 Jumping Brook Road,Neptune City, NJ 07753",[7329228200],https://www.wedding-spot.com/venue/1876/jumping-brook-country-club/,Jumping Brook Country Club
[200],"Indoor and outdoor spaces,BYO,Valet parking","16 East Main Street,Moorestown, NJ 08057",[8562350326],https://www.wedding-spot.com/venue/1780/moorestown-community-house/,Moorestown Community House
[100],"Indoor and outdoor spaces,Valet parking,Indoor and outdoor spaces","4263 Atlantic Avenue,Farmingdale, NJ 07727",[7329193500],https://www.wedding-spot.com/venue/13552/the-chapel-at-the-historic-village-of-allaire/,The Chapel at the Historic Village of Allaire
[175],"Rentals included,Valet parking,Rentals included","2011 Marlton Pike West,Cherry Hill, NJ 08002",[8566637887],https://www.wedding-spot.com/venue/12681/caffe-aldo-lamberti/,Caffe Aldo Lamberti
[350],"Indoor and outdoor spaces,BYO,Valet parking","2 Stadium Way,Lakewood, NJ 08701",[7329017000],https://www.wedding-spot.com/venue/12618/lakewood-blueclaws-at-firstenergy-park/,Lakewood BlueClaws at FirstEnergy Park
[350],"Indoor and outdoor spaces,BYO,Valet parking","2000 Belmont Mansion Drive,Philadelphia, PA 19131",[2677360007],https://www.wedding-spot.com/venue/3411/belmont-mansion/,Belmont Mansion
[240],"Indoor and outdoor spaces,Upgraded rentals included,Indoor and outdoor spaces","231 Mid Ocean Drive,Bridgehampton, NY 11932",[2128830606],https://www.wedding-spot.com/venue/9968/bridgehampton-tennis-surf-club/,Bridgehampton Tennis & Surf Club
[250],"Indoor and outdoor spaces,Indoor and outdoor spaces","2468 Ny State Rt. 414,Waterloo, NY 13165",[3155395011],https://www.wedding-spot.com/venue/5040/the-lux-hotel-conference-center-ascend-hotel-collection/,"The Lux Hotel & Conference Center, Ascend Hotel Collection"
